name,id_kecamatan,kabupaten_kota_id
Cikeusik,360104,Kab. Pandeglang
Cigeulis,360105,Kab. Pandeglang
Panimbang,360106,Kab. Pandeglang
Angsana,360107,Kab. Pandeglang
Munjul,360108,Kab. Pandeglang
Pagelaran,360109,Kab. Pandeglang
Bojong,360110,Kab. Pandeglang
Picung,360111,Kab. Pandeglang
Labuan,360112,Kab. Pandeglang
Menes,360113,Kab. Pandeglang
Saketi,360114,Kab. Pandeglang
Cipeucang,360115,Kab. Pandeglang
Jiput,360116,Kab. Pandeglang
Mandalawangi,360117,Kab. Pandeglang
Cimanuk,360118,Kab. Pandeglang
Kaduhejo,360119,Kab. Pandeglang
Banjar,360120,Kab. Pandeglang
Pandeglang,360121,Kab. Pandeglang
Cadasari,360122,Kab. Pandeglang
Cisata,360123,Kab. Pandeglang
Patia,360124,Kab. Pandeglang
Karang Tanjung,360125,Kab. Pandeglang
Cikedal,360126,Kab. Pandeglang
Cibitung,360127,Kab. Pandeglang
Carita,360128,Kab. Pandeglang
Sukaresmi,360129,Kab. Pandeglang
Mekarjaya,360130,Kab. Pandeglang
Sindangresmi,360131,Kab. Pandeglang
Pulosari,360132,Kab. Pandeglang
Koroncong,360133,Kab. Pandeglang
Majasari,360134,Kab. Pandeglang
Sobang,360135,Kab. Pandeglang
Malingping,360201,Kab. Lebak
Panggarangan,360202,Kab. Lebak
Bayah,360203,Kab. Lebak
Cipanas,360204,Kab. Lebak
Muncang,360205,Kab. Lebak
Leuwidamar,360206,Kab. Lebak
Bojongmanik,360207,Kab. Lebak
Gunungkencana,360208,Kab. Lebak
Banjarsari,360209,Kab. Lebak
Cileles,360210,Kab. Lebak
Cimarga,360211,Kab. Lebak
Sajira,360212,Kab. Lebak
Maja,360213,Kab. Lebak
Rangkasbitung,360214,Kab. Lebak
Warunggunung,360215,Kab. Lebak
Cijaku,360216,Kab. Lebak
Cikulur,360217,Kab. Lebak
Cibadak,360218,Kab. Lebak
Cibeber,360219,Kab. Lebak
Cilograng,360220,Kab. Lebak
Wanasalam,360221,Kab. Lebak
Sobang,360222,Kab. Lebak
Curug bitung,360223,Kab. Lebak
Kalanganyar,360224,Kab. Lebak
Lebakgedong,360225,Kab. Lebak
Cihara,360226,Kab. Lebak
Cirinten,360227,Kab. Lebak
Cigemlong,360228,Kab. Lebak
Balaraja,360301,Kab. Tangerang
Jayanti,360302,Kab. Tangerang
Tigaraksa,360303,Kab. Tangerang
Jambe,360304,Kab. Tangerang
Cisoka,360305,Kab. Tangerang
Kresek,360306,Kab. Tangerang
Kronjo,360307,Kab. Tangerang
Mauk,360308,Kab. Tangerang
Kemiri,360309,Kab. Tangerang
Sukadiri,360310,Kab. Tangerang
Rajeg,360311,Kab. Tangerang
Pasar Kemis,360312,Kab. Tangerang
Teluknaga,360313,Kab. Tangerang
Kosambi,360314,Kab. Tangerang
Pakuhaji,360315,Kab. Tangerang
Sepatan,360316,Kab. Tangerang
Curug,360317,Kab. Tangerang
Cikupa,360318,Kab. Tangerang
Panongan,360319,Kab. Tangerang
Legok,360320,Kab. Tangerang
Pagedangan,360322,Kab. Tangerang
Cisauk,360323,Kab. Tangerang
Sukamulya,360327,Kab. Tangerang
Kelapa Dua,360328,Kab. Tangerang
Sindang Jaya,360329,Kab. Tangerang
Sepatan Timur,360330,Kab. Tangerang
Solear,360331,Kab. Tangerang
Gunung Kaler,360332,Kab. Tangerang
Mekar Baru,360333,Kab. Tangerang
Kramatwatu,360405,Kab. Serang
Waringinkurung,360406,Kab. Serang
Bojonegara,360407,Kab. Serang
Pulo Ampel,360408,Kab. Serang
Ciruas,360409,Kab. Serang
Kragilan,360411,Kab. Serang
Pontang,360412,Kab. Serang
Tirtayasa,360413,Kab. Serang
Tanara,360414,Kab. Serang
Cikande,360415,Kab. Serang
Kibin,360416,Kab. Serang
Carenang,360417,Kab. Serang
Binuang,360418,Kab. Serang
Petir,360419,Kab. Serang
Tunjung Teja,360420,Kab. Serang
Baros,360422,Kab. Serang
Cikeusal,360423,Kab. Serang
Pamarayan,360424,Kab. Serang
Kopo,360425,Kab. Serang
Jawilan,360426,Kab. Serang
Ciomas,360427,Kab. Serang
Pabuaran,360428,Kab. Serang
Padarincang,360429,Kab. Serang
Anyar,360430,Kab. Serang
Cinangka,360431,Kab. Serang
Mancak,360432,Kab. Serang
Gunungsari,360433,Kab. Serang
Bandung,360434,Kab. Serang
Lebak Wangi,360435,Kab. Serang
Tangerang,367101,Kota Tangerang
Jatiuwung,367102,Kota Tangerang
Batuceper,367103,Kota Tangerang
Benda,367104,Kota Tangerang
Cipondoh,367105,Kota Tangerang
Ciledug,367106,Kota Tangerang
Karawaci,367107,Kota Tangerang
Periuk,367108,Kota Tangerang
Cibodas,367109,Kota Tangerang
Neglasari,367110,Kota Tangerang
Pinang,367111,Kota Tangerang
Karang Tengah,367112,Kota Tangerang
Larangan,367113,Kota Tangerang
Cibeber,367201,Kota Cilegon
Cilegon,367202,Kota Cilegon
Pulomerak,367203,Kota Cilegon
Ciwandan,367204,Kota Cilegon
Jombang,367205,Kota Cilegon
Gerogol,367206,Kota Cilegon
Purwakarta,367207,Kota Cilegon
Citangkil,367208,Kota Cilegon
Serang,367301,Kota Serang
Kasemen,367302,Kota Serang
Walantaka,367303,Kota Serang
Curug,367304,Kota Serang
Cipocok Jaya,367305,Kota Serang
Taktakan,367306,Kota Serang
Serpong,367401,Kota Tangerang Selatan
Serpong Utara,367402,Kota Tangerang Selatan
Pondok Aren,367403,Kota Tangerang Selatan
Ciputat,367404,Kota Tangerang Selatan
Ciputat Timur,367405,Kota Tangerang Selatan
Pamulang,367406,Kota Tangerang Selatan
Setu,367407,Kota Tangerang Selatan
Negara,510101,Kab. Jembrana
Mendoyo,510102,Kab. Jembrana
Pekutatan,510103,Kab. Jembrana
Melaya,510104,Kab. Jembrana
Jembrana,510105,Kab. Jembrana
Selemadeg,510201,Kab. Tabanan
Selemadeg Timur,510202,Kab. Tabanan
Selemadeg Barat,510203,Kab. Tabanan
Kerambitan,510204,Kab. Tabanan
Tabanan,510205,Kab. Tabanan
Kediri,510206,Kab. Tabanan
Marga,510207,Kab. Tabanan
Penebel,510208,Kab. Tabanan
Baturiti,510209,Kab. Tabanan
Pupuan,510210,Kab. Tabanan
Kuta,510301,Kab. Badung
Mengwi,510302,Kab. Badung
Abiansemal,510303,Kab. Badung
Petang,510304,Kab. Badung
Kuta Selatan,510305,Kab. Badung
Kuta Utara,510306,Kab. Badung
Sukawati,510401,Kab. Gianyar
Blahbatuh,510402,Kab. Gianyar
Gianyar,510403,Kab. Gianyar
Tampaksiring,510404,Kab. Gianyar
Ubud,510405,Kab. Gianyar
Tegallalang,510406,Kab. Gianyar
Payangan,510407,Kab. Gianyar
Nusa Penida,510501,Kab. Klungkung
Banjarangkan,510502,Kab. Klungkung
Klungkung,510503,Kab. Klungkung
Dawan,510504,Kab. Klungkung
Susut,510601,Kab. Bangli
Bangli,510602,Kab. Bangli
Tembuku,510603,Kab. Bangli
Kintamani,510604,Kab. Bangli
Rendang,510701,Kab. Karangasem
Sidemen,510702,Kab. Karangasem
Manggis,510703,Kab. Karangasem
Karangasem,510704,Kab. Karangasem
Abang,510705,Kab. Karangasem
Bebandem,510706,Kab. Karangasem
Selat,510707,Kab. Karangasem
Kubu,510708,Kab. Karangasem
Gerokgak,510801,Kab. Buleleng
Seririt,510802,Kab. Buleleng
Busungbiu,510803,Kab. Buleleng
Banjar,510804,Kab. Buleleng
Sukasada,510805,Kab. Buleleng
Buleleng,510806,Kab. Buleleng
Sawan,510807,Kab. Buleleng
Kubutambahan,510808,Kab. Buleleng
Tejakula,510809,Kab. Buleleng
Denpasar Selatan,517101,Kota Denpasar
Denpasar Timur,517102,Kota Denpasar
Denpasar Barat,517103,Kota Denpasar
Denpasar Utara,517104,Kota Denpasar
Gerung,520101,Kab. Lombok Barat
Kediri,520102,Kab. Lombok Barat
Narmada,520103,Kab. Lombok Barat
Sekotong,520107,Kab. Lombok Barat
Labuapi,520108,Kab. Lombok Barat
Gunungsari,520109,Kab. Lombok Barat
Lingsar,520112,Kab. Lombok Barat
Lembar,520113,Kab. Lombok Barat
Batu Layar,520114,Kab. Lombok Barat
Kuripan,520115,Kab. Lombok Barat
Praya,520201,Kab. Lombok Tengah
Jonggat,520202,Kab. Lombok Tengah
Batukliang,520203,Kab. Lombok Tengah
Pujut,520204,Kab. Lombok Tengah
Praya Barat,520205,Kab. Lombok Tengah
Praya Timur,520206,Kab. Lombok Tengah
Janapria,520207,Kab. Lombok Tengah
Pringgarata,520208,Kab. Lombok Tengah
Kopang,520209,Kab. Lombok Tengah
Praya Tengah,520210,Kab. Lombok Tengah
Praya Barat Daya,520211,Kab. Lombok Tengah
Batukliang Utara,520212,Kab. Lombok Tengah
Keruak,520301,Kab. Lombok Timur
Sakra,520302,Kab. Lombok Timur
Terara,520303,Kab. Lombok Timur
Sikur,520304,Kab. Lombok Timur
Masbagik,520305,Kab. Lombok Timur
Sukamulia,520306,Kab. Lombok Timur
Selong,520307,Kab. Lombok Timur
Pringgabaya,520308,Kab. Lombok Timur
Aikmel,520309,Kab. Lombok Timur
Sambelia,520310,Kab. Lombok Timur
Montong Gading,520311,Kab. Lombok Timur
Pringgasela,520312,Kab. Lombok Timur
Suralaga,520313,Kab. Lombok Timur
Wanasaba,520314,Kab. Lombok Timur
Sembalun,520315,Kab. Lombok Timur
Suwela,520316,Kab. Lombok Timur
Labuhan Haji,520317,Kab. Lombok Timur
Sakra Timur,520318,Kab. Lombok Timur
Sakra Barat,520319,Kab. Lombok Timur
Jerowaru,520320,Kab. Lombok Timur
Lenek,520321,Kab. Lombok Timur
Lunyuk,520402,Kab. Sumbawa
Alas,520405,Kab. Sumbawa
Utan,520406,Kab. Sumbawa
Batu Lanteh,520407,Kab. Sumbawa
Sumbawa,520408,Kab. Sumbawa
Moyo Hilir,520409,Kab. Sumbawa
Moyo Hulu,520410,Kab. Sumbawa
Ropang,520411,Kab. Sumbawa
Lape,520412,Kab. Sumbawa
Plampang,520413,Kab. Sumbawa
Empang,520414,Kab. Sumbawa
Alas Barat,520417,Kab. Sumbawa
Labuhan Badas,520418,Kab. Sumbawa
Labangka,520419,Kab. Sumbawa
Buer,520420,Kab. Sumbawa
Rhee,520421,Kab. Sumbawa
Unter Iwes,520422,Kab. Sumbawa
Moyo Utara,520423,Kab. Sumbawa
Maronge,520424,Kab. Sumbawa
Tarano,520425,Kab. Sumbawa
Lopok,520426,Kab. Sumbawa
Lenangguar,520427,Kab. Sumbawa
Orong Telu,520428,Kab. Sumbawa
Lantung,520429,Kab. Sumbawa
Dompu,520501,Kab. Dompu
Kempo,520502,Kab. Dompu
Hu'u,520503,Kab. Dompu
Kilo,520504,Kab. Dompu
Woja,520505,Kab. Dompu
Pekat,520506,Kab. Dompu
Manggalewa,520507,Kab. Dompu
Pajo,520508,Kab. Dompu
Monta,520601,Kab. Bima
Bolo,520602,Kab. Bima
Woha,520603,Kab. Bima
Belo,520604,Kab. Bima
Wawo,520605,Kab. Bima
Sape,520606,Kab. Bima
Wera,520607,Kab. Bima
Donggo,520608,Kab. Bima
Sanggar,520609,Kab. Bima
Ambalawi,520610,Kab. Bima
Langgudu,520611,Kab. Bima
Lambu,520612,Kab. Bima
Madapangga,520613,Kab. Bima
Tambora,520614,Kab. Bima
Soromandi,520615,Kab. Bima
Parado,520616,Kab. Bima
Lambitu,520617,Kab. Bima
Palibelo,520618,Kab. Bima
Jereweh,520701,Kab. Sumbawa Barat
Taliwang,520702,Kab. Sumbawa Barat
Seteluk,520703,Kab. Sumbawa Barat
Sekongkang,520704,Kab. Sumbawa Barat
Brang Rea,520705,Kab. Sumbawa Barat
Poto Tano,520706,Kab. Sumbawa Barat
Brang Ene,520707,Kab. Sumbawa Barat
Maluk,520708,Kab. Sumbawa Barat
Tanjung,520801,Kab. Lombok Utara
Gangga,520802,Kab. Lombok Utara
Kayangan,520803,Kab. Lombok Utara
Bayan,520804,Kab. Lombok Utara
Pemenang,520805,Kab. Lombok Utara
Ampenan,527101,Kota Mataram
Mataram,527102,Kota Mataram
Cakranegara,527103,Kota Mataram
Sekarbela,527104,Kota Mataram
Selaprang,527105,Kota Mataram
Sandubaya,527106,Kota Mataram
RasanaE Barat,527201,Kota Bima
RasanaE Timur,527202,Kota Bima
Asakota,527203,Kota Bima
Raba,527204,Kota Bima
Mpunda,527205,Kota Bima
Semau,530104,Kab. Kupang
Kupang Barat,530105,Kab. Kupang
Kupang Timur,530106,Kab. Kupang
Sulamu,530107,Kab. Kupang
Kupang Tengah,530108,Kab. Kupang
Amarasi,530109,Kab. Kupang
Fatuleu,530110,Kab. Kupang
Takari,530111,Kab. Kupang
Amfoang Selatan,530112,Kab. Kupang
Amfoang Utara,530113,Kab. Kupang
Nekamese,530116,Kab. Kupang
Amarasi Barat,530117,Kab. Kupang
Amarasi Selatan,530118,Kab. Kupang
Amarasi Timur,530119,Kab. Kupang
Amabi Oefeto Timur,530120,Kab. Kupang
Amfoang Barat Daya,530121,Kab. Kupang
Amfoang Barat Laut,530122,Kab. Kupang
Semau Selatan,530123,Kab. Kupang
Taebenu,530124,Kab. Kupang
Amabi Oefeto,530125,Kab. Kupang
Amfoang Timur,530126,Kab. Kupang
Fatuleu Barat,530127,Kab. Kupang
Fatuleu Tengah,530128,Kab. Kupang
Amfoang Tengah,530130,Kab. Kupang
Kota Soe,530201,Kab Timor Tengah Selatan
Mollo Selatan,530202,Kab Timor Tengah Selatan
Mollo Utara,530203,Kab Timor Tengah Selatan
Amanuban Timur,530204,Kab Timor Tengah Selatan
Amanuban Tengah,530205,Kab Timor Tengah Selatan
Amanuban Selatan,530206,Kab Timor Tengah Selatan
Amanuban Barat,530207,Kab Timor Tengah Selatan
Amanatun Selatan,530208,Kab Timor Tengah Selatan
Amanatun Utara,530209,Kab Timor Tengah Selatan
KI'E,530210,Kab Timor Tengah Selatan
Kuanfatu,530211,Kab Timor Tengah Selatan
Fatumnasi,530212,Kab Timor Tengah Selatan
Polen,530213,Kab Timor Tengah Selatan
Batu Putih,530214,Kab Timor Tengah Selatan
Boking,530215,Kab Timor Tengah Selatan
Toianas,530216,Kab Timor Tengah Selatan
Nunkolo,530217,Kab Timor Tengah Selatan
Oenino,530218,Kab Timor Tengah Selatan
Kolbano,530219,Kab Timor Tengah Selatan
Kot olin,530220,Kab Timor Tengah Selatan
Kualin,530221,Kab Timor Tengah Selatan
Mollo Barat,530222,Kab Timor Tengah Selatan
Kok Baun,530223,Kab Timor Tengah Selatan
Noebana,530224,Kab Timor Tengah Selatan
Santian,530225,Kab Timor Tengah Selatan
Noebeba,530226,Kab Timor Tengah Selatan
Kuatnana,530227,Kab Timor Tengah Selatan
Fautmolo,530228,Kab Timor Tengah Selatan
Fatukopa,530229,Kab Timor Tengah Selatan
Mollo Tengah,530230,Kab Timor Tengah Selatan
Tobu,530231,Kab Timor Tengah Selatan
Nunbena,530232,Kab Timor Tengah Selatan
Miomaffo Timur,530301,Kab. Timor Tengah Utara
Miomaffo Barat,530302,Kab. Timor Tengah Utara
Biboki Selatan,530303,Kab. Timor Tengah Utara
Noemuti,530304,Kab. Timor Tengah Utara
Kota Kefamenanu,530305,Kab. Timor Tengah Utara
Biboki Utara,530306,Kab. Timor Tengah Utara
Biboki Anleu,530307,Kab. Timor Tengah Utara
Insana,530308,Kab. Timor Tengah Utara
Insana Utara,530309,Kab. Timor Tengah Utara
Noemuti Timur,530310,Kab. Timor Tengah Utara
Miomaffo Tengah,530311,Kab. Timor Tengah Utara
Musi,530312,Kab. Timor Tengah Utara
Mutis,530313,Kab. Timor Tengah Utara
Bikomi Selatan,530314,Kab. Timor Tengah Utara
Bikomi Tengah,530315,Kab. Timor Tengah Utara
Bikomi Nilulat,530316,Kab. Timor Tengah Utara
Bikomi Utara,530317,Kab. Timor Tengah Utara
Naibenu,530318,Kab. Timor Tengah Utara
Insana Fafinesu,530319,Kab. Timor Tengah Utara
Insana Barat,530320,Kab. Timor Tengah Utara
Insana Tengah,530321,Kab. Timor Tengah Utara
Biboki Tan Pah,530322,Kab. Timor Tengah Utara
Biboki Moenleu,530323,Kab. Timor Tengah Utara
Biboki Feotleu,530324,Kab. Timor Tengah Utara
Lamaknen,530401,Kab. Belu
TasifetoTimur,530402,Kab. Belu
Raihat,530403,Kab. Belu
Tasifeto Barat,530404,Kab. Belu
Kakuluk Mesak,530405,Kab. Belu
Kota Atambua,530412,Kab. Belu
Raimanuk,530413,Kab. Belu
Lasiolat,530417,Kab. Belu
Lamaknen Selatan,530418,Kab. Belu
Atambua Barat,530421,Kab. Belu
Atambua Selatan,530422,Kab. Belu
Nanaet Duabesi,530423,Kab. Belu
Teluk Mutiara,530501,Kab. Alor
Alor Barat Laut,530502,Kab. Alor
Alor Barat Daya,530503,Kab. Alor
Alor Selatan,530504,Kab. Alor
Alor Timur,530505,Kab. Alor
Pantar,530506,Kab. Alor
Alor Tengah Utara,530507,Kab. Alor
Alor Timur Laut,530508,Kab. Alor
Pantar Barat,530509,Kab. Alor
Kabola,530510,Kab. Alor
Pulau Pura,530511,Kab. Alor
Mataru,530512,Kab. Alor
Pureman,530513,Kab. Alor
Pantar Timur,530514,Kab. Alor
Lembur,530515,Kab. Alor
Pantar Tengah,530516,Kab. Alor
Pantar Baru Laut,530517,Kab. Alor
Abad Selatan,530518,Kab. Alor
Wulanggitang,530601,Kab. Flores Timur
Titehena,530602,Kab. Flores Timur
Larantuka,530603,Kab. Flores Timur
Ile Mandiri,530604,Kab. Flores Timur
Tanjung Bunga,530605,Kab. Flores Timur
Solor Barat,530606,Kab. Flores Timur
Solor Timur,530607,Kab. Flores Timur
Adonara Barat,530608,Kab. Flores Timur
Wotan Ulumando,530609,Kab. Flores Timur
Adonara Timur,530610,Kab. Flores Timur
Kelubagolit,530611,Kab. Flores Timur
Witihama,530612,Kab. Flores Timur
Ile Boleng,530613,Kab. Flores Timur
Demon Pagong,530614,Kab. Flores Timur
Lewolema,530615,Kab. Flores Timur
Ile Bura,530616,Kab. Flores Timur
Adonara,530617,Kab. Flores Timur
Adonara Tengah,530618,Kab. Flores Timur
Solor Selatan,530619,Kab. Flores Timur
Paga,530701,Kab. Sikka
Mego,530702,Kab. Sikka
Lela,530703,Kab. Sikka
Nita,530704,Kab. Sikka
Alok,530705,Kab. Sikka
Palue,530706,Kab. Sikka
Nelle,530707,Kab. Sikka
Talibura,530708,Kab. Sikka
Waigete,530709,Kab. Sikka
Kewapante,530710,Kab. Sikka
Bola,530711,Kab. Sikka
Magepanda,530712,Kab. Sikka
Waiblama,530713,Kab. Sikka
Alok Barat,530714,Kab. Sikka
Alok Timur,530715,Kab. Sikka
Koting,530716,Kab. Sikka
Tana Wawo,530717,Kab. Sikka
Hewokloang,530718,Kab. Sikka
Kangae,530719,Kab. Sikka
Doreng,530720,Kab. Sikka
Mapitara,530721,Kab. Sikka
Nangapanda,530801,Kab. Ende
Pulau Ende,530802,Kab. Ende
Ende,530803,Kab. Ende
Ende Selatan,530804,Kab. Ende
Ndona,530805,Kab. Ende
Detusoko,530806,Kab. Ende
Wewaria,530807,Kab. Ende
Wolowaru,530808,Kab. Ende
Wolojita,530809,Kab. Ende
Maurole,530810,Kab. Ende
Maukaro,530811,Kab. Ende
Lio Timur,530812,Kab. Ende
Kota Baru,530813,Kab. Ende
Kelimutu,530814,Kab. Ende
Detukeli,530815,Kab. Ende
Ndona Timur,530816,Kab. Ende
Ndori,530817,Kab. Ende
Ende Utara,530818,Kab. Ende
Ende Tengah,530819,Kab. Ende
Ende Timur,530820,Kab. Ende
Lepembusu Kelisoke,530821,Kab. Ende
Aimere,530901,Kab. Ngada
Golewa,530902,Kab. Ngada
Bajawa,530906,Kab. Ngada
Soa,530907,Kab. Ngada
Riung,530909,Kab. Ngada
Jerebuu,530912,Kab. Ngada
Riung Barat,530914,Kab. Ngada
Bajawa Utara,530915,Kab. Ngada
Wolomeze,530916,Kab. Ngada
Golewa Selatan,530918,Kab. Ngada
Golewa Barat,530919,Kab. Ngada
Inerie,530920,Kab. Ngada
Wae Rii,531001,Kab. Manggarai
Ruteng,531003,Kab. Manggarai
Satar Mese,531005,Kab. Manggarai
Cibal,531006,Kab. Manggarai
Reok,531011,Kab. Manggarai
Langke Rembong,531012,Kab. Manggarai
Satar Mese Barat,531013,Kab. Manggarai
Rahong Utara,531014,Kab. Manggarai
Lelak,531015,Kab. Manggarai
Reok Barat,531016,Kab. Manggarai
Cibal barat,531017,Kab. Manggarai
Satar Mese Utara,531018,Kab. Manggarai
Kota Waingapu,531101,Kab. Sumba Timur
Haharu,531102,Kab. Sumba Timur
Lewa,531103,Kab. Sumba Timur
Nggaha Ori Angu,531104,Kab. Sumba Timur
Tabundung,531105,Kab. Sumba Timur
Pinu Pahar,531106,Kab. Sumba Timur
Pandawai,531107,Kab. Sumba Timur
Umalulu,531108,Kab. Sumba Timur
Rindi,531109,Kab. Sumba Timur
Pahunga Lodu,531110,Kab. Sumba Timur
Wulla Waijelu,531111,Kab. Sumba Timur
Paberiwai,531112,Kab. Sumba Timur
Karera,531113,Kab. Sumba Timur
Kahaungu Eti,531114,Kab. Sumba Timur
Matawai La Pawu,531115,Kab. Sumba Timur
Kambera,531116,Kab. Sumba Timur
Kambata Mapambuhang,531117,Kab. Sumba Timur
Lewa Tidahu,531118,Kab. Sumba Timur
Katala Hamu Lingu,531119,Kab. Sumba Timur
Kanatang,531120,Kab. Sumba Timur
Ngadu Ngala,531121,Kab. Sumba Timur
Mahu,531122,Kab. Sumba Timur
Tana Righu,531204,Kab. Sumba Barat
Loli,531210,Kab. Sumba Barat
Wanokaka,531211,Kab. Sumba Barat
Lamboya,531212,Kab. Sumba Barat
Kota Waikabubak,531215,Kab. Sumba Barat
Laboya Barat,531218,Kab. Sumba Barat
Naga Wutung,531301,Kab. Lembata
Atadei,531302,Kab. Lembata
Ile Ape,531303,Kab. Lembata
Lebatukan,531304,Kab. Lembata
Nubatukan,531305,Kab. Lembata
Omesuri,531306,Kab. Lembata
Buyasuri,531307,Kab. Lembata
Wulandoni,531308,Kab. Lembata
Ile Ape Timur,531309,Kab. Lembata
Rote Barat Daya,531401,Kab. Rote Ndao
Rote Barat Laut,531402,Kab. Rote Ndao
Lobalain,531403,Kab. Rote Ndao
Rote Tengah,531404,Kab. Rote Ndao
Pantai Baru,531405,Kab. Rote Ndao
Rote Timur,531406,Kab. Rote Ndao
Rote Barat,531407,Kab. Rote Ndao
Rote Selatan,531408,Kab. Rote Ndao
Ndao Nuse,531409,Kab. Rote Ndao
Landu Leko,531410,Kab. Rote Ndao
Loaholu,531411,Kab. Rote Ndao
Macang Pacar,531501,Kab. Manggarai Barat
Kuwus,531502,Kab. Manggarai Barat
Lembor,531503,Kab. Manggarai Barat
Sano Nggoang,531504,Kab. Manggarai Barat
Komodo,531505,Kab. Manggarai Barat
Boleng,531506,Kab. Manggarai Barat
Welak,531507,Kab. Manggarai Barat
Ndoso,531508,Kab. Manggarai Barat
Lembor Selatan,531509,Kab. Manggarai Barat
Mbeliling,531510,Kab. Manggarai Barat
Pacar,531511,Kab. Manggarai Barat
Kuwus Barat,531512,Kab. Manggarai Barat
Aesesa,531601,Kab. Nagekeo
Nangaroro,531602,Kab. Nagekeo
Boawae,531603,Kab. Nagekeo
Mauponggo,531604,Kab. Nagekeo
Wolowae,531605,Kab. Nagekeo
Keo Tengah,531606,Kab. Nagekeo
Aesesa Selatan,531607,Kab. Nagekeo
Katiku Tana,531701,Kab. Sumba Tengah
Umbu Ratu Nggay Barat,531702,Kab. Sumba Tengah
Mamboro,531703,Kab. Sumba Tengah
Umbu Ratu Nggay,531704,Kab. Sumba Tengah
Katiku Tana Selatan,531705,Kab. Sumba Tengah
Umbu Ratu Nggay Tengah,531706,Kab. Sumba Tengah
Loura,531801,Kab. Sumba Barat Daya
Wewewa Utara,531802,Kab. Sumba Barat Daya
Wewewa Timur,531803,Kab. Sumba Barat Daya
Wewewa Barat,531804,Kab. Sumba Barat Daya
Wewewa Selatan,531805,Kab. Sumba Barat Daya
Kodi Bangedo,531806,Kab. Sumba Barat Daya
Kodi,531807,Kab. Sumba Barat Daya
Kodi Utara,531808,Kab. Sumba Barat Daya
Kota Tambolaka,531809,Kab. Sumba Barat Daya
Wewewa Tengah,531810,Kab. Sumba Barat Daya
Kodi Balaghar,531811,Kab. Sumba Barat Daya
Borong,531901,Kab. Manggarai Timur
Lamba Leda Selatan,531902,Kab. Manggarai Timur
Lamba Leda,531903,Kab. Manggarai Timur
Sambi Rampas,531904,Kab. Manggarai Timur
Elar,531905,Kab. Manggarai Timur
Kota Komba,531906,Kab. Manggarai Timur
Rana Mese,531907,Kab. Manggarai Timur
Lamba Leda Timur,531908,Kab. Manggarai Timur
Elar Selatan,531909,Kab. Manggarai Timur
Kota Komba Utara,531910,Kab. Manggarai Timur
Lamba Leda Utara,531911,Kab. Manggarai Timur
Congkar,531912,Kab. Manggarai Timur
Sabu Barat,532001,Kab. Sabu Raijua
Sabu Tengah,532002,Kab. Sabu Raijua
Sabu Timur,532003,Kab. Sabu Raijua
Sabu Liae,532004,Kab. Sabu Raijua
Hawu Mehara,532005,Kab. Sabu Raijua
Raijua,532006,Kab. Sabu Raijua
Malaka Tengah,532101,Kab. Malaka
Malaka Barat,532102,Kab. Malaka
Wewiku,532103,Kab. Malaka
Weliman,532104,Kab. Malaka
Rinhat,532105,Kab. Malaka
Io Kufeu,532106,Kab. Malaka
Sasitamean,532107,Kab. Malaka
Laenmanen,532108,Kab. Malaka
Malaka Timur,532109,Kab. Malaka
Kobalima Timur,532110,Kab. Malaka
Kobalima,532111,Kab. Malaka
Botin Leobele,532112,Kab. Malaka
Alak,537101,Kota Kupang
Maulafa,537102,Kota Kupang
Kelapa Lima,537103,Kota Kupang
Oebobo,537104,Kota Kupang
Kota Raja,537105,Kota Kupang
Kota Lama,537106,Kota Kupang
Sambas,610101,Kab. Sambas
Teluk Keramat,610102,Kab. Sambas
Jawai,610103,Kab. Sambas
Tebas,610104,Kab. Sambas
Pemangkat,610105,Kab. Sambas
Sejangkung,610106,Kab. Sambas
Selakau,610107,Kab. Sambas
Paloh,610108,Kab. Sambas
Sajingan Besar,610109,Kab. Sambas
Subah,610110,Kab. Sambas
Galing,610111,Kab. Sambas
Tekarang,610112,Kab. Sambas
Semparuk,610113,Kab. Sambas
Sajad,610114,Kab. Sambas
Sebawi,610115,Kab. Sambas
Jawai Selatan,610116,Kab. Sambas
Tangaran,610117,Kab. Sambas
Salatiga,610118,Kab. Sambas
Selakau Timur,610119,Kab. Sambas
Mempawah Hilir,610201,Kab. Mempawah
Toho,610206,Kab. Mempawah
Sungai Pinyuh,610207,Kab. Mempawah
Jongkat,610208,Kab. Mempawah
Sungai Kunyit,610212,Kab. Mempawah
Segedong,610215,Kab. Mempawah
Anjongan,610216,Kab. Mempawah
Sadaniang,610217,Kab. Mempawah
Mempawah Timur,610218,Kab. Mempawah
Kapuas,610301,Kab. Sanggau
Mukok,610302,Kab. Sanggau
Noyan,610303,Kab. Sanggau
Jangkang,610304,Kab. Sanggau
Bonti,610305,Kab. Sanggau
Beduai,610306,Kab. Sanggau
Sekayam,610307,Kab. Sanggau
Kembayan,610308,Kab. Sanggau
Parindu,610309,Kab. Sanggau
Tayan Hulu,610310,Kab. Sanggau
Tayan Hilir,610311,Kab. Sanggau
Balai,610312,Kab. Sanggau
Toba,610313,Kab. Sanggau
Meliau,610320,Kab. Sanggau
Entikong,610321,Kab. Sanggau
Matan Hilir Utara,610401,Kab. Ketapang
Marau,610402,Kab. Ketapang
Manis Mata,610403,Kab. Ketapang
Kendawangan,610404,Kab. Ketapang
Sandai,610405,Kab. Ketapang
